experiment_id,mode,metric_name,metric_value,unit,value_type
gradual_warming-20273476-0d2c80e384ab:rule_based,rule_based,sensor_fault_duration,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:rule_based,rule_based,state_transitions,28.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:rule_based,rule_based,total_inferences,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:rule_based,rule_based,total_sensor_samples,121.0,count,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:rule_based,rule_based,total_transmissions,82.0,count,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,accepted_packets,107.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,alerts_generated,49.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,corrupted_packets,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,delivered_packets,107.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,dropped_packets,8.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,duplicated_packets,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,estimated_energy_per_delivered_packet,0.012827102803738319,value,ESTIMATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,estimated_inference_energy,0.0,value,ESTIMATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,estimated_processing_energy,0.0605,value,ESTIMATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,estimated_radio_energy,1.07,value,ESTIMATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,estimated_sensing_energy,0.242,value,ESTIMATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,estimated_total_energy,1.3725,estimated unit,ESTIMATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,false_alert_event_rate,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,mean_latency,1424.6373044707834,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,mean_warning_lead_time,600.0,seconds,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,median_latency,1017.3061208752188,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,median_warning_lead_time,600.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,minimum_warning_lead_time,600.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,missed_event_rate,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,model_fallback_duration,4.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,out_of_order_packets,4.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,p95_latency,2969.3891247334227,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,packet_delivery_ratio,1.0,ratio,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,packet_loss_rate,0.07476635514018691,ratio,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,rejected_packets,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,retries,11.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,sensor_fault_duration,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,state_transitions,3.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,total_inferences,0.0,value,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,total_sensor_samples,121.0,count,SIMULATED_SOFTWARE_VALUE
gradual_warming-20273476-0d2c80e384ab:ml,ml,total_transmissions,107.0,count,SIMULATED_SOFTWARE_VALUE
