timestamp,run_id,source_type,source_dataset,sensor_id,inside_temp_c,sensor_valid,temp_lag_5m,temp_lag_10m,temp_lag_20m,temp_lag_30m,temp_delta_5m,rolling_mean_15m,rolling_mean_30m,rolling_std_30m,temp_slope_15m,temp_slope_30m,target_temp_5m_c,target_temp_15m_c,target_temp_30m_c,split_group,split,delta_5m,delta_10m,delta_15m,delta_30m,slope_10m,slope_15m,slope_30m,slope_change,delta_temp_5m_c,delta_temp_15m_c,delta_temp_30m_c
2025-01-01 02:30:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,18.1,True,18.1,18.1,18.1,18.2,0.0,18.1,18.133333333333336,0.04714045207910155,0.0,0.0,18.0,18.0,18.0,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.09999999999999787,0.0,0.0,-0.0033333333333332624,0.0033333333333332624,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142
2025-01-01 03:10:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,18.0,True,18.1,18.1,18.1,18.2,0.0,18.1,18.116666666666667,0.03726779962499469,0.0,0.0,17.9,17.9,17.9,BOLZANO_IEQ_SOURCE_YEAR_2025,train,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.1999999999999993,-0.010000000000000142,-0.006666666666666762,-0.006666666666666643,-0.0033333333333334996,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142
2025-01-01 03:15:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.9,True,18.0,18.1,18.1,18.1,-0.1000000000000014,18.066666666666666,18.083333333333332,0.03726779962499729,0.0,0.0,17.9,17.9,17.9,BOLZANO_IEQ_SOURCE_YEAR_2025,train,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.20000000000000284,-0.020000000000000285,-0.013333333333333523,-0.006666666666666762,-0.013333333333333523,0.0,0.0,0.0
2025-01-01 03:20:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.9,True,17.9,18.0,18.1,18.1,0.0,18.0,18.05,0.07637626158259869,-0.0066666666666667,-0.0033333333333333,17.9,17.9,17.9,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,-0.10000000000000142,-0.20000000000000284,-0.20000000000000284,-0.010000000000000142,-0.013333333333333523,-0.006666666666666762,-0.003333333333333381,0.0,0.0,0.0
2025-01-01 03:25:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.9,True,17.9,17.9,18.1,18.1,0.0,17.933333333333334,18.016666666666666,0.08975274678557621,-0.0066666666666667,-0.0033333333333333,17.9,17.9,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,-0.10000000000000142,-0.20000000000000284,0.0,-0.006666666666666762,-0.006666666666666762,0.006666666666666762,0.0,0.0,-0.09999999999999787
2025-01-01 03:30:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.9,True,17.9,17.9,18.0,18.1,0.0,17.9,17.983333333333334,0.08975274678557621,-0.0066666666666667,-0.0033333333333333,17.9,17.9,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.20000000000000284,0.0,0.0,-0.006666666666666762,0.006666666666666762,0.0,0.0,-0.09999999999999787
2025-01-01 03:35:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.9,True,17.9,17.9,17.9,18.1,0.0,17.9,17.95,0.07637626158259869,0.0,-0.0033333333333333,17.9,17.9,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.20000000000000284,0.0,0.0,-0.006666666666666762,0.006666666666666762,0.0,0.0,-0.09999999999999787
2025-01-01 03:40:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.9,True,17.9,17.9,17.9,18.0,0.0,17.9,17.916666666666668,0.03726779962499728,0.0,-0.0033333333333333,17.9,17.8,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.10000000000000142,0.0,0.0,-0.003333333333333381,0.003333333333333381,0.0,-0.09999999999999787,-0.09999999999999787
2025-01-01 03:45:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.9,True,17.9,17.9,17.9,17.9,0.0,17.9,17.9,0.0,0.0,0.0,17.9,17.8,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999787,-0.09999999999999787
2025-01-01 03:50:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.9,True,17.9,17.9,17.9,17.9,0.0,17.9,17.9,0.0,0.0,0.0,17.8,17.8,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999787,-0.09999999999999787,-0.09999999999999787
2025-01-01 03:55:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.9,17.9,17.9,17.9,-0.0999999999999978,17.9,17.9,0.0,0.0,0.0,17.8,17.8,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,-0.09999999999999787,-0.09999999999999787,-0.09999999999999787,-0.09999999999999787,-0.009999999999999787,-0.006666666666666525,-0.0033333333333332624,-0.006666666666666524,0.0,0.0,0.0
2025-01-01 04:00:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.9,17.9,17.9,0.0,17.866666666666667,17.88333333333333,0.03726779962499583,-0.0066666666666665,-0.0033333333333332,17.8,17.8,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,-0.09999999999999787,-0.09999999999999787,-0.09999999999999787,-0.009999999999999787,-0.006666666666666525,-0.0033333333333332624,-0.006666666666666524,0.0,0.0,0.0
2025-01-01 04:05:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.8,17.9,17.9,0.0,17.833333333333332,17.866666666666667,0.04714045207910245,-0.0066666666666665,-0.0033333333333332,17.8,17.8,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,-0.09999999999999787,-0.09999999999999787,0.0,-0.006666666666666525,-0.0033333333333332624,0.0033333333333332624,0.0,0.0,0.0
2025-01-01 04:10:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.8,17.9,17.9,0.0,17.8,17.849999999999998,0.04999999999999946,-0.0066666666666665,-0.0033333333333332,17.8,17.8,17.8,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.09999999999999787,0.0,0.0,-0.0033333333333332624,0.0033333333333332624,0.0,0.0,0.0
2025-01-01 04:15:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.8,17.8,17.9,0.0,17.8,17.833333333333332,0.047140452079103605,0.0,-0.0033333333333332,17.8,17.8,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.09999999999999787,0.0,0.0,-0.0033333333333332624,0.0033333333333332624,0.0,0.0,-0.10000000000000142
2025-01-01 04:20:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.8,17.8,17.9,0.0,17.8,17.816666666666666,0.037267799624998744,0.0,-0.0033333333333332,17.8,17.8,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.09999999999999787,0.0,0.0,-0.0033333333333332624,0.0033333333333332624,0.0,0.0,-0.10000000000000142
2025-01-01 04:25:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.8,17.8,17.8,0.0,17.8,17.8,1.8034984107163873e-08,0.0,0.0,17.8,17.8,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000142
2025-01-01 04:30:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.8,17.8,17.8,0.0,17.8,17.8,1.8034984107163873e-08,0.0,0.0,17.8,17.7,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000142,-0.10000000000000142
2025-01-01 04:35:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.8,17.8,17.8,0.0,17.8,17.8,1.8034984107163873e-08,0.0,0.0,17.8,17.7,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000142,-0.10000000000000142
2025-01-01 04:40:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.8,True,17.8,17.8,17.8,17.8,0.0,17.8,17.8,1.8034984107163873e-08,0.0,0.0,17.7,17.7,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142
2025-01-01 04:45:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.8,17.8,17.8,17.8,-0.1000000000000014,17.8,17.8,1.8034984107163873e-08,0.0,0.0,17.7,17.7,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.010000000000000142,-0.006666666666666762,-0.003333333333333381,-0.006666666666666762,0.0,0.0,0.0
2025-01-01 04:50:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.7,17.8,17.8,17.8,0.0,17.76666666666667,17.78333333333333,0.03726779962500311,-0.0066666666666667,-0.0033333333333333,17.7,17.7,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,-0.10000000000000142,-0.10000000000000142,-0.10000000000000142,-0.010000000000000142,-0.006666666666666762,-0.003333333333333381,-0.006666666666666762,0.0,0.0,0.0
2025-01-01 04:55:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.7,17.7,17.8,17.8,0.0,17.733333333333334,17.766666666666666,0.04714045207910978,-0.0066666666666667,-0.0033333333333333,17.7,17.7,17.7,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,-0.10000000000000142,-0.10000000000000142,0.0,-0.006666666666666762,-0.003333333333333381,0.003333333333333381,0.0,0.0,0.0
2025-01-01 05:00:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.7,17.7,17.8,17.8,0.0,17.7,17.75,0.050000000000006664,-0.0066666666666667,-0.0033333333333333,17.7,17.7,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.10000000000000142,0.0,0.0,-0.003333333333333381,0.003333333333333381,0.0,0.0,-0.09999999999999787
2025-01-01 05:05:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.7,17.7,17.7,17.8,0.0,17.7,17.733333333333334,0.04714045207910978,0.0,-0.0033333333333333,17.7,17.7,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.10000000000000142,0.0,0.0,-0.003333333333333381,0.003333333333333381,0.0,0.0,-0.09999999999999787
2025-01-01 05:10:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.7,17.7,17.7,17.8,0.0,17.7,17.716666666666665,0.03726779962500311,0.0,-0.0033333333333333,17.7,17.7,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.10000000000000142,0.0,0.0,-0.003333333333333381,0.003333333333333381,0.0,0.0,-0.09999999999999787
2025-01-01 05:15:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.7,17.7,17.7,17.7,0.0,17.7,17.7,0.0,0.0,0.0,17.7,17.6,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999787,-0.09999999999999787
2025-01-01 05:20:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.7,17.7,17.7,17.7,0.0,17.7,17.7,0.0,0.0,0.0,17.7,17.6,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999787,-0.09999999999999787
2025-01-01 05:25:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.7,True,17.7,17.7,17.7,17.7,0.0,17.7,17.7,0.0,0.0,0.0,17.6,17.6,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999787,-0.09999999999999787,-0.09999999999999787
2025-01-01 05:30:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.6,True,17.7,17.7,17.7,17.7,-0.0999999999999978,17.7,17.7,0.0,0.0,0.0,17.6,17.6,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,-0.09999999999999787,-0.09999999999999787,-0.09999999999999787,-0.09999999999999787,-0.009999999999999787,-0.006666666666666525,-0.0033333333333332624,-0.006666666666666524,0.0,0.0,0.0
2025-01-01 05:35:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.6,True,17.6,17.7,17.7,17.7,0.0,17.666666666666668,17.683333333333334,0.03726779962499583,-0.0066666666666665,-0.0033333333333332,17.6,17.6,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,-0.09999999999999787,-0.09999999999999787,-0.09999999999999787,-0.009999999999999787,-0.006666666666666525,-0.0033333333333332624,-0.006666666666666524,0.0,0.0,0.0
2025-01-01 05:40:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.6,True,17.6,17.6,17.7,17.7,0.0,17.633333333333333,17.666666666666668,0.04714045207910245,-0.0066666666666665,-0.0033333333333332,17.6,17.6,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,-0.09999999999999787,-0.09999999999999787,0.0,-0.006666666666666525,-0.0033333333333332624,0.0033333333333332624,0.0,0.0,0.0
2025-01-01 05:45:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.6,True,17.6,17.6,17.7,17.7,0.0,17.6,17.650000000000002,0.04999999999999911,-0.0066666666666665,-0.0033333333333332,17.6,17.6,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.09999999999999787,0.0,0.0,-0.0033333333333332624,0.0033333333333332624,0.0,0.0,0.0
2025-01-01 05:50:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.6,True,17.6,17.6,17.6,17.7,0.0,17.6,17.633333333333336,0.04714045207910155,0.0,-0.0033333333333332,17.6,17.6,17.6,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.09999999999999787,0.0,0.0,-0.0033333333333332624,0.0033333333333332624,0.0,0.0,0.0
2025-01-01 05:55:00+00:00,EXT_BOLZANO_IEQ_BOLZANO_HOMECOACH_001_BOLZANO_IEQ_2025,EXTERNAL_DERIVED_BENCHMARK,BOLZANO_IEQ,BOLZANO_HOMECOACH,17.6,True,17.6,17.6,17.6,17.7,0.0,17.6,17.616666666666667,0.03726779962499469,0.0,-0.0033333333333332,17.6,17.6,17.5,BOLZANO_IEQ_SOURCE_YEAR_2025,train,0.0,0.0,0.0,-0.09999999999999787,0.0,0.0,-0.0033333333333332624,0.0033333333333332624,0.0,0.0,-0.10000000000000142
