timestamp,Temperature,Humidity,CO2,Noise,Pressure
2024-01-01 13:22:30,20.4,50,1128,47,1002.9
2024-01-01 13:27:30,20.5,51,1162,54,1002.9
2024-01-01 13:32:30,20.4,51,1079,53,1002.8
2024-01-01 13:37:30,20.4,50,1031,47,1002.8
2024-01-01 13:42:30,20.3,50,1008,47,1002.8
2024-01-01 13:47:30,20.2,50,986,49,1002.8
2024-01-01 13:52:30,20.2,50,945,50,1002.8
2024-01-01 13:57:30,20.2,50,993,41,1002.8
2024-01-01 14:02:30,20.2,50,991,32,1002.7
2024-01-01 14:07:30,20.2,50,1015,32,1002.6
2024-01-01 14:12:30,20.2,50,1000,32,1002.6
2024-01-01 14:17:30,20.1,50,1041,32,1002.6
2024-01-01 14:22:30,20.1,50,1025,32,1002.6
2024-01-01 14:27:30,20.1,50,1015,32,1002.5
2024-01-01 14:32:30,20.1,50,1012,32,1002.5
2024-01-01 14:37:30,20.1,50,1031,32,1002.5
2024-01-01 14:42:30,20.0,50,1030,32,1002.5
2024-01-01 14:47:30,20.0,50,1014,32,1002.4
2024-01-01 14:57:30,19.9,51,985,32,1002.5
2024-01-01 15:02:30,19.9,51,1004,32,1002.5
2024-01-01 15:12:30,19.8,51,1003,32,1002.5
2024-01-01 15:17:30,19.8,51,1016,32,1002.5
2024-01-01 15:27:30,19.7,51,991,32,1002.5
2024-01-01 15:32:30,19.7,51,991,32,1002.4
2024-01-01 15:37:30,19.7,51,976,32,1002.5
2024-01-01 15:42:30,19.6,51,966,32,1002.5
2024-01-01 15:47:30,19.6,51,1003,33,1002.5
2024-01-01 15:52:30,19.6,51,981,33,1002.5
2024-01-01 15:57:30,19.6,52,962,32,1002.6
2024-01-01 16:02:30,19.5,52,988,32,1002.6
2024-01-01 16:07:30,19.5,52,975,32,1002.6
2024-01-01 16:12:30,19.5,52,977,32,1002.8
2024-01-01 16:17:30,19.5,52,990,32,1002.8
2024-01-01 16:22:30,19.5,52,974,32,1002.7
2024-01-01 16:27:30,19.5,52,955,32,1002.8
2024-01-01 16:32:30,19.4,52,965,32,1002.8
2024-01-01 16:37:30,19.4,52,978,32,1002.7
2024-01-01 16:42:30,19.4,52,938,32,1002.8
2024-01-01 16:47:30,19.4,52,945,32,1002.9
2024-01-01 16:52:30,19.4,52,943,32,1002.9
2024-01-01 16:57:30,19.3,52,925,32,1003.0
2024-01-01 17:02:30,19.3,51,942,32,1003.0
2024-01-01 17:07:30,19.3,51,952,32,1003.0
2024-01-01 17:12:30,19.3,51,942,32,1003.1
2024-01-01 17:17:30,19.3,51,929,32,1003.2
2024-01-01 17:22:30,19.3,51,904,40,1003.2
2024-01-01 17:27:30,19.2,51,941,46,1003.3
2024-01-01 17:32:30,19.3,52,973,44,1003.5
2024-01-01 17:37:30,19.4,51,1004,50,1003.4
2024-01-01 17:42:30,19.5,51,916,44,1003.5
2024-01-01 17:47:30,19.6,51,839,47,1003.6
2024-01-01 17:52:30,19.6,51,786,72,1003.7
2024-01-01 17:57:30,19.7,51,741,76,1003.8
2024-01-01 18:02:30,19.8,51,684,75,1003.8
2024-01-01 18:07:30,19.8,51,758,75,1003.8
2024-01-01 18:12:30,20.0,51,804,59,1003.8
2024-01-01 18:17:30,20.2,51,849,55,1004.0
2024-01-01 18:22:30,20.3,51,892,50,1004.1
2024-01-01 18:27:30,20.4,51,892,47,1004.2
2024-01-01 18:32:30,20.4,51,921,50,1004.3
2024-01-01 18:37:30,20.5,51,937,54,1004.4
2024-01-01 18:42:30,20.5,51,976,45,1004.5
2024-01-01 18:47:30,20.5,51,1029,49,1004.6
2024-01-01 18:52:30,20.6,51,1036,46,1004.6
2024-01-01 18:57:30,20.6,51,1060,45,1004.7
2024-01-01 19:02:30,20.6,51,1072,44,1004.7
2024-01-01 19:07:30,20.6,51,1143,37,1004.8
2024-01-01 19:12:30,20.6,51,1166,41,1004.8
2024-01-01 19:17:30,20.5,50,1179,43,1004.9
2024-01-01 19:22:30,20.5,50,1202,45,1005.0
2024-01-01 19:27:30,20.5,50,1260,44,1005.2
2024-01-01 19:32:30,20.4,51,1268,41,1005.2
2024-01-01 19:37:30,20.4,51,1279,40,1005.3
2024-01-01 19:42:30,20.4,51,1303,47,1005.3
2024-01-01 19:47:30,20.4,51,1292,47,1005.3
2024-01-01 19:52:30,20.4,51,1334,48,1005.3
2024-01-01 19:57:30,20.3,51,1397,47,1005.4
2024-01-01 20:02:30,20.3,51,1413,51,1005.4
2024-01-01 20:07:30,20.3,51,1413,60,1005.5
2024-01-01 20:12:30,20.3,51,1438,38,1005.6
2024-01-01 20:17:30,20.3,51,1454,34,1005.5
2024-01-01 20:22:30,20.2,51,1451,37,1005.6
2024-01-01 20:27:30,20.2,51,1438,44,1005.6
2024-01-01 20:32:30,20.2,52,1454,32,1005.6
2024-01-01 20:37:30,20.2,52,1465,33,1005.7
2024-01-01 20:42:30,20.1,52,1463,32,1005.8
2024-01-01 20:47:30,20.1,53,1479,31,1005.7
2024-01-01 20:52:30,20.1,53,1488,32,1005.7
2024-01-01 20:57:30,20.0,54,1492,32,1005.7
2024-01-01 21:02:30,20.0,54,1467,32,1005.6
2024-01-01 21:07:30,19.9,54,1478,32,1005.6
2024-01-01 21:12:30,19.9,54,1484,32,1005.7
2024-01-01 21:17:30,19.9,55,1434,32,1005.7
2024-01-01 21:22:30,19.8,55,1471,32,1005.8
2024-01-01 21:27:30,19.8,55,1434,32,1005.7
2024-01-01 21:32:30,19.8,55,1436,32,1005.8
2024-01-01 21:37:30,19.7,56,1413,32,1005.9
2024-01-01 21:42:30,19.7,56,1435,32,1006.0
2024-01-01 21:47:30,19.7,56,1424,32,1006.1
2024-01-01 21:52:30,19.7,56,1409,32,1006.3
2024-01-01 21:57:30,19.6,56,1434,32,1006.3
2024-01-01 22:02:30,19.6,56,1435,32,1006.3
2024-01-01 22:07:30,19.6,56,1417,32,1006.4
2024-01-01 22:12:30,19.6,56,1420,32,1006.4
2024-01-01 22:17:30,19.6,57,1417,32,1006.3
2024-01-01 22:22:30,19.5,57,1408,32,1006.3
2024-01-01 22:27:30,19.5,57,1416,32,1006.1
2024-01-01 22:32:30,19.5,57,1434,32,1006.3
2024-01-01 22:37:30,19.5,57,1419,32,1006.3
2024-01-01 22:47:30,19.4,57,1403,32,1006.1
2024-01-01 22:52:30,19.4,57,1420,32,1006.3
2024-01-01 22:57:30,19.4,58,1408,32,1006.1
2024-01-01 23:07:30,19.3,58,1405,32,1006.1
2024-01-01 23:17:30,19.3,58,1405,32,1006.2
2024-01-01 23:22:30,19.3,58,1407,32,1006.1
2024-01-01 23:27:30,19.3,58,1404,32,1006.1
2024-01-01 23:32:30,19.2,58,1391,32,1006.0
2024-01-01 23:37:30,19.2,58,1388,32,1005.9
2024-01-01 23:42:30,19.2,59,1415,32,1006.0
2024-01-01 23:47:30,19.2,59,1403,32,1005.8
2024-01-01 23:52:30,19.2,59,1408,32,1005.8
2024-01-02 00:02:30,19.2,59,1408,32,1005.7
2024-01-02 00:07:30,19.2,59,1389,32,1005.6
2024-01-02 00:12:30,19.1,59,1421,32,1005.6
2024-01-02 00:17:30,19.1,59,1402,32,1005.6
2024-01-02 00:22:30,19.1,59,1412,32,1005.6
2024-01-02 00:27:30,19.1,59,1407,32,1005.5
2024-01-02 00:37:30,19.1,59,1415,32,1005.6
2024-01-02 00:42:30,19.1,59,1409,32,1005.7
2024-01-02 00:47:30,19.1,60,1418,32,1005.7
2024-01-02 00:52:30,19.0,60,1413,32,1005.8
2024-01-02 00:57:30,19.0,60,1380,32,1005.7
2024-01-02 01:02:30,19.0,60,1403,32,1005.7
2024-01-02 01:07:30,19.0,60,1405,32,1005.7
2024-01-02 01:12:30,19.0,60,1407,32,1005.7
2024-01-02 01:22:30,19.0,60,1362,32,1005.7
2024-01-02 01:27:30,19.0,60,1409,33,1005.8
2024-01-02 01:32:30,19.0,60,1407,32,1005.8
2024-01-02 01:37:30,18.9,60,1408,32,1005.8
2024-01-02 01:42:30,18.9,60,1404,32,1005.7
2024-01-02 01:52:30,18.9,60,1351,32,1005.7
2024-01-02 01:57:30,18.9,61,1400,32,1005.7
2024-01-02 02:02:30,18.9,61,1412,32,1005.5
2024-01-02 02:07:30,18.9,61,1392,32,1005.4
2024-01-02 02:12:30,18.9,61,1421,32,1005.4
2024-01-02 02:17:30,18.9,61,1414,33,1005.4
2024-01-02 02:22:30,18.9,61,1393,32,1005.5
2024-01-02 02:27:30,18.9,61,1412,32,1005.6
2024-01-02 02:32:30,18.9,61,1405,32,1005.6
2024-01-02 02:37:30,18.9,61,1403,32,1005.5
2024-01-02 02:42:30,18.9,61,1381,32,1005.3
2024-01-02 02:47:30,18.9,61,1424,32,1005.4
2024-01-02 02:52:30,18.8,61,1355,32,1005.4
2024-01-02 02:57:30,18.8,61,1393,32,1005.7
2024-01-02 03:07:30,18.8,61,1406,32,1005.7
2024-01-02 03:12:30,18.8,61,1397,32,1005.6
2024-01-02 03:17:30,18.8,61,1401,32,1005.6
2024-01-02 03:22:30,18.8,61,1363,32,1005.5
2024-01-02 03:27:30,18.8,61,1402,32,1005.6
2024-01-02 03:32:30,18.8,61,1401,32,1005.7
2024-01-02 03:37:30,18.8,61,1371,32,1005.7
2024-01-02 03:47:30,18.7,61,1405,32,1005.7
2024-01-02 03:52:30,18.7,61,1381,32,1005.5
2024-01-02 03:57:30,18.7,61,1405,32,1005.5
2024-01-02 04:07:30,18.7,61,1399,32,1005.4
2024-01-02 04:12:30,18.7,61,1405,32,1005.4
2024-01-02 04:17:30,18.7,62,1407,32,1005.4
2024-01-02 04:22:30,18.7,62,1390,32,1005.4
2024-01-02 04:32:30,18.7,62,1406,32,1005.2
2024-01-02 04:37:30,18.7,62,1383,32,1005.1
2024-01-02 04:42:30,18.6,62,1410,32,1005.1
2024-01-02 04:47:30,18.6,62,1401,32,1005.1
2024-01-02 04:52:30,18.6,62,1405,33,1005.0
2024-01-02 04:57:30,18.6,62,1404,32,1005.0
2024-01-02 05:07:30,18.6,62,1404,32,1004.9
2024-01-02 05:12:30,18.6,62,1420,32,1004.8
2024-01-02 05:17:30,18.6,62,1419,32,1004.8
2024-01-02 05:22:30,18.6,62,1404,33,1004.8
2024-01-02 05:32:30,18.6,62,1401,32,1005.0
2024-01-02 05:37:30,18.6,62,1401,32,1004.9
2024-01-02 05:42:30,18.6,62,1409,33,1005.0
2024-01-02 05:47:30,18.5,62,1414,32,1004.9
2024-01-02 05:52:30,18.5,62,1405,32,1004.9
2024-01-02 05:57:30,18.5,62,1405,32,1005.0
2024-01-02 06:02:30,18.5,62,1410,32,1004.9
2024-01-02 06:07:30,18.6,62,1416,32,1004.9
2024-01-02 06:12:30,18.6,62,1412,33,1004.8
2024-01-02 06:22:30,18.5,62,1411,32,1004.9
2024-01-02 06:27:30,18.5,62,1408,32,1004.8
2024-01-02 06:32:30,18.5,62,1407,32,1004.8
2024-01-02 06:37:30,18.5,62,1402,32,1004.8
2024-01-02 06:42:30,18.5,62,1405,33,1004.9
2024-01-02 06:47:30,18.5,62,1411,33,1004.9
2024-01-02 06:52:30,18.5,62,1410,32,1004.8
2024-01-02 06:57:30,18.4,62,1405,32,1004.7
2024-01-02 07:02:30,18.4,62,1405,32,1005.1
2024-01-02 07:07:30,18.4,62,1402,32,1004.9
2024-01-02 07:12:30,18.4,62,1412,32,1004.8
2024-01-02 07:17:30,18.4,62,1410,38,1004.8
2024-01-02 07:22:30,18.4,62,1413,61,1004.8
2024-01-02 07:27:30,18.5,62,1498,47,1004.8
2024-01-02 07:32:30,18.7,62,1584,61,1004.9
2024-01-02 07:37:30,18.8,61,1598,64,1004.9
2024-01-02 07:42:30,18.9,61,1622,61,1004.9
2024-01-02 07:52:30,19.0,60,1460,63,1005.0
2024-01-02 07:57:30,19.1,60,1279,65,1005.1
2024-01-02 08:02:30,19.1,59,1091,47,1005.2
2024-01-02 08:07:30,19.2,59,974,41,1005.1
2024-01-02 08:12:30,19.2,58,842,41,1005.1
2024-01-02 08:17:30,19.0,56,734,40,1005.1
2024-01-02 08:22:30,18.8,54,638,39,1005.1
2024-01-02 08:27:30,18.6,54,589,42,1005.0
2024-01-02 08:32:30,18.6,53,569,36,1005.1
2024-01-02 08:37:30,18.5,52,550,56,1005.1
2024-01-02 08:42:30,18.5,52,605,55,1005.2
2024-01-02 08:47:30,18.5,52,599,58,1005.1
2024-01-02 08:52:30,18.6,52,585,48,1005.2
2024-01-02 08:57:30,18.6,51,593,46,1005.1
2024-01-02 09:02:30,18.5,50,552,43,1005.1
2024-01-02 09:07:30,18.4,50,531,44,1005.1
2024-01-02 09:12:30,18.4,49,507,44,1005.1
2024-01-02 09:17:30,18.3,49,501,44,1004.9
2024-01-02 09:22:30,18.2,49,475,44,1004.8
2024-01-02 09:27:30,18.2,48,485,43,1004.9
2024-01-02 09:32:30,18.2,48,458,43,1004.8
2024-01-02 09:37:30,18.2,48,460,43,1004.7
2024-01-02 09:42:30,18.2,48,460,43,1004.5
2024-01-02 09:47:30,18.2,48,473,44,1004.5
2024-01-02 09:52:30,18.2,48,470,44,1004.6
2024-01-02 09:57:30,18.1,47,438,44,1004.8
2024-01-02 10:02:30,18.1,47,467,42,1004.8
2024-01-02 10:07:30,18.1,47,440,44,1004.7
2024-01-02 10:12:30,18.0,47,438,40,1004.6
2024-01-02 10:17:30,18.0,46,457,47,1004.6
2024-01-02 10:22:30,18.0,46,474,55,1004.6
2024-01-02 10:27:30,18.2,47,522,53,1004.8
2024-01-02 10:32:30,18.2,47,544,49,1004.8
2024-01-02 10:37:30,18.4,47,570,45,1004.8
2024-01-02 10:42:30,18.6,48,642,65,1004.6
2024-01-02 10:47:30,18.8,48,739,65,1004.5
2024-01-02 10:52:30,18.9,48,746,57,1004.5
2024-01-02 10:57:30,18.9,48,735,50,1004.5
2024-01-02 11:02:30,18.8,47,706,52,1004.6
2024-01-02 11:07:30,18.7,47,681,41,1004.5
2024-01-02 11:12:30,18.6,47,643,42,1004.4
2024-01-02 11:17:30,18.6,46,610,43,1004.3
2024-01-02 11:22:30,18.5,46,618,42,1004.2
2024-01-02 11:27:30,18.5,46,584,42,1004.1
2024-01-02 11:32:30,18.4,46,560,42,1004.1
2024-01-02 11:37:30,18.4,46,554,42,1004.1
2024-01-02 11:42:30,18.3,46,530,36,1004.1
2024-01-02 11:47:30,18.3,46,540,38,1004.0
2024-01-02 11:52:30,18.2,45,530,37,1003.9
2024-01-02 11:57:30,18.2,45,532,35,1003.9
2024-01-02 12:02:30,18.2,45,540,36,1003.8
2024-01-02 12:07:30,18.2,45,525,39,1003.7
2024-01-02 12:12:30,18.2,45,523,38,1003.5
2024-01-02 12:17:30,18.2,45,502,34,1003.4
2024-01-02 12:22:30,18.3,45,506,38,1003.3
2024-01-02 12:27:30,18.4,45,506,38,1003.2
2024-01-02 12:32:30,18.4,45,515,36,1003.4
2024-01-02 12:37:30,18.5,45,506,38,1003.4
2024-01-02 12:42:30,18.5,45,504,36,1003.3
2024-01-02 12:47:30,18.5,45,506,36,1003.2
2024-01-02 12:52:30,18.5,45,471,37,1003.1
2024-01-02 12:57:30,18.6,45,487,38,1002.9
2024-01-02 13:02:30,18.6,44,476,34,1002.7
2024-01-02 13:07:30,18.6,44,506,35,1002.5
2024-01-02 13:12:30,18.6,44,476,35,1002.3
2024-01-02 13:17:30,18.6,44,476,33,1002.2
2024-01-02 13:22:30,18.6,44,489,34,1002.2
2024-01-02 13:27:30,18.6,44,458,36,1002.2
2024-01-02 13:32:30,18.6,44,469,35,1002.1
2024-01-02 13:37:30,18.5,44,471,35,1001.9
2024-01-02 13:42:30,18.5,44,469,35,1001.9
2024-01-02 13:47:30,18.3,44,461,35,1001.5
2024-01-02 13:52:30,18.3,44,469,34,1001.4
2024-01-02 13:57:30,18.3,44,461,46,1001.3
2024-01-02 14:02:30,18.4,44,505,52,1001.1
2024-01-02 14:07:30,18.5,44,554,47,1001.2
2024-01-02 14:12:30,18.6,44,606,43,1001.1
2024-01-02 14:17:30,18.7,44,634,38,1001.0
2024-01-02 14:22:30,18.8,44,654,32,1001.0
2024-01-02 14:37:30,18.8,45,658,32,1001.1
2024-01-02 14:42:30,18.9,45,633,32,1001.2
2024-01-02 14:47:30,18.9,45,610,32,1001.2
2024-01-02 14:52:30,18.9,45,606,32,1001.3
2024-01-02 14:57:30,18.8,45,624,32,1001.3
2024-01-02 15:02:30,18.8,45,602,32,1001.4
2024-01-02 15:12:30,18.8,45,585,32,1001.4
2024-01-02 15:17:30,18.8,45,606,32,1001.4
2024-01-02 15:22:30,18.8,45,620,32,1001.3
2024-01-02 15:27:30,18.7,45,606,32,1001.2
2024-01-02 15:32:30,18.7,45,596,32,1001.2
2024-01-02 15:37:30,18.7,45,596,35,1001.1
2024-01-02 15:42:30,18.7,45,592,33,1001.1
2024-01-02 15:47:30,18.7,45,598,32,1001.1
2024-01-02 15:52:30,18.6,46,583,32,1001.1
2024-01-02 15:57:30,18.6,46,612,32,1001.0
2024-01-02 16:02:30,18.6,46,606,34,1000.9
2024-01-02 16:07:30,18.6,46,626,32,1000.9
2024-01-02 16:12:30,18.6,46,622,32,1000.9
2024-01-02 16:17:30,18.6,46,620,32,1000.9
2024-01-02 16:22:30,18.6,46,622,36,1001.0
2024-01-02 16:27:30,18.5,46,624,42,1000.9
2024-01-02 16:32:30,18.5,46,640,45,1000.9
2024-01-02 16:37:30,18.5,46,672,43,1000.9
2024-01-02 16:42:30,18.5,46,705,48,1000.8
2024-01-02 16:47:30,18.6,46,744,41,1000.8
2024-01-02 16:52:30,18.5,46,758,36,1000.7
2024-01-02 16:57:30,18.5,46,784,44,1000.9
2024-01-02 17:02:30,18.5,47,800,40,1000.9
2024-01-02 17:07:30,18.5,47,837,44,1000.8
2024-01-02 17:12:30,18.5,47,867,38,1000.8
2024-01-02 17:17:30,18.5,47,895,40,1000.9
2024-01-02 17:22:30,18.6,47,947,40,1000.8
2024-01-02 17:27:30,18.6,48,949,43,1000.7
2024-01-02 17:32:30,18.6,48,961,45,1000.7
2024-01-02 17:37:30,18.6,48,1026,34,1000.7
2024-01-02 17:42:30,18.6,48,1021,39,1000.6
2024-01-02 17:47:30,18.6,49,1049,33,1000.7
2024-01-02 17:52:30,18.6,49,1031,34,1000.6
2024-01-02 17:57:30,18.6,49,1034,40,1000.4
2024-01-02 18:02:30,18.6,49,1049,33,1000.5
2024-01-02 18:07:30,18.6,50,1069,50,1000.5
2024-01-02 18:12:30,18.6,50,1110,51,1000.5
2024-01-02 18:17:30,18.6,50,1110,47,1000.5
2024-01-02 18:22:30,18.6,51,1110,33,1000.6
2024-01-02 18:27:30,18.5,51,1159,46,1000.8
2024-01-02 18:32:30,18.6,51,1201,52,1001.0
2024-01-02 18:37:30,18.7,51,1247,48,1000.9
2024-01-02 18:42:30,18.8,51,1318,51,1000.8
2024-01-02 18:47:30,18.9,51,1327,54,1000.8
2024-01-02 18:52:30,19.0,52,1401,47,1000.7
