timestamp,node_id,measured_temperature,sensor_valid,battery_percentage,sequence_number,source_device,experiment_id,calibration_version,notes,run_id,split,secondary_temperature,external_temperature,primary_humidity,source_file
2012-03-13T11:45:00,T15_DINING_01,18.1875,True,,0,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,17.8275,18.115,39.9125,NEW-DATA-1.T15.txt
2012-03-13T14:45:00,T15_DINING_01,21.2333,True,,12,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,20.9093,22.108,40.9107,NEW-DATA-1.T15.txt
2012-03-13T15:00:00,T15_DINING_01,21.4293,True,,13,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,21.4253,22.1373,41.1987,NEW-DATA-1.T15.txt
2012-03-13T15:15:00,T15_DINING_01,21.488,True,,14,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,21.8467,22.08,41.88,NEW-DATA-1.T15.txt
2012-03-13T15:30:00,T15_DINING_01,21.524,True,,15,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,22.1573,21.9373,43.2213,NEW-DATA-1.T15.txt
2012-03-13T15:45:00,T15_DINING_01,21.584,True,,16,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,22.404,21.7067,43.3653,NEW-DATA-1.T15.txt
2012-03-13T16:00:00,T15_DINING_01,21.612,True,,17,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,22.7307,21.4667,42.744,NEW-DATA-1.T15.txt
2012-03-13T16:15:00,T15_DINING_01,21.664,True,,18,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,22.9373,21.1773,42.216,NEW-DATA-1.T15.txt
2012-03-13T16:30:00,T15_DINING_01,21.6853,True,,19,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,23.2,20.9373,41.976,NEW-DATA-1.T15.txt
2012-03-13T16:45:00,T15_DINING_01,21.788,True,,20,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,23.436,20.7107,41.52,NEW-DATA-1.T15.txt
2012-03-13T17:00:00,T15_DINING_01,21.832,True,,21,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,23.668,20.4627,41.3253,NEW-DATA-1.T15.txt
2012-03-13T17:15:00,T15_DINING_01,21.808,True,,22,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,23.852,20.2047,40.8667,NEW-DATA-1.T15.txt
2012-03-13T17:30:00,T15_DINING_01,21.768,True,,23,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,24.0213,19.976,40.9813,NEW-DATA-1.T15.txt
2012-03-13T17:45:00,T15_DINING_01,21.7133,True,,24,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,24.1413,19.756,41.4107,NEW-DATA-1.T15.txt
2012-03-13T18:00:00,T15_DINING_01,21.66,True,,25,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,24.268,19.5273,41.992,NEW-DATA-1.T15.txt
2012-03-13T18:15:00,T15_DINING_01,21.596,True,,26,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,24.38,19.3013,43.1973,NEW-DATA-1.T15.txt
2012-03-13T18:30:00,T15_DINING_01,21.5307,True,,27,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,24.0707,19.0413,43.8213,NEW-DATA-1.T15.txt
2012-03-13T18:45:00,T15_DINING_01,21.4493,True,,28,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,23.588,18.768,44.3893,NEW-DATA-1.T15.txt
2012-03-13T19:00:00,T15_DINING_01,21.3747,True,,29,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,23.2867,18.4967,44.68,NEW-DATA-1.T15.txt
2012-03-13T19:15:00,T15_DINING_01,21.276,True,,30,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,23.032,18.23,44.64,NEW-DATA-1.T15.txt
2012-03-13T19:30:00,T15_DINING_01,21.1987,True,,31,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,22.7747,18.0053,44.8213,NEW-DATA-1.T15.txt
2012-03-13T19:45:00,T15_DINING_01,21.0933,True,,32,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,22.5533,17.7807,44.7493,NEW-DATA-1.T15.txt
2012-03-13T20:00:00,T15_DINING_01,21.0,True,,33,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,22.352,17.576,44.5867,NEW-DATA-1.T15.txt
2012-03-13T20:15:00,T15_DINING_01,20.9053,True,,34,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,22.1227,17.3707,44.3227,NEW-DATA-1.T15.txt
2012-03-13T20:30:00,T15_DINING_01,20.816,True,,35,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,21.9347,17.1607,44.4693,NEW-DATA-1.T15.txt
2012-03-13T20:45:00,T15_DINING_01,20.72,True,,36,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,21.7133,16.9407,44.0507,NEW-DATA-1.T15.txt
2012-03-13T21:00:00,T15_DINING_01,20.628,True,,37,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,21.5373,16.6853,43.6827,NEW-DATA-1.T15.txt
2012-03-13T21:15:00,T15_DINING_01,20.5253,True,,38,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,21.348,16.416,43.8027,NEW-DATA-1.T15.txt
2012-03-13T21:30:00,T15_DINING_01,20.43,True,,39,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,21.148,16.22,43.624,NEW-DATA-1.T15.txt
2012-03-13T21:45:00,T15_DINING_01,20.3147,True,,40,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,20.9813,16.0547,43.136,NEW-DATA-1.T15.txt
2012-03-13T22:00:00,T15_DINING_01,20.2133,True,,41,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,20.8107,15.876,43.2,NEW-DATA-1.T15.txt
2012-03-13T22:15:00,T15_DINING_01,20.114,True,,42,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,20.66,15.7213,42.8533,NEW-DATA-1.T15.txt
2012-03-13T22:30:00,T15_DINING_01,20.0053,True,,43,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,20.4753,15.5673,42.7333,NEW-DATA-1.T15.txt
2012-03-13T22:45:00,T15_DINING_01,19.9007,True,,44,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,20.3147,15.4147,42.6853,NEW-DATA-1.T15.txt
2012-03-13T23:00:00,T15_DINING_01,19.7953,True,,45,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,20.164,15.26,42.1973,NEW-DATA-1.T15.txt
2012-03-13T23:15:00,T15_DINING_01,19.6773,True,,46,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,19.9967,15.066,41.9947,NEW-DATA-1.T15.txt
2012-03-13T23:30:00,T15_DINING_01,19.5727,True,,47,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,19.846,14.864,41.7573,NEW-DATA-1.T15.txt
2012-03-13T23:45:00,T15_DINING_01,19.442,True,,48,uploaded_t15_dining_temperature_sensor,t15_20120313,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120313,train,19.6773,14.6387,41.3467,NEW-DATA-1.T15.txt
2012-03-14T00:00:00,T15_DINING_01,19.3327,True,,0,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,19.526,14.4433,41.432,NEW-DATA-1.T15.txt
2012-03-14T00:15:00,T15_DINING_01,19.238,True,,1,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,19.3733,14.2667,41.0427,NEW-DATA-1.T15.txt
2012-03-14T00:30:00,T15_DINING_01,19.0933,True,,2,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,19.2087,13.9887,41.0133,NEW-DATA-1.T15.txt
2012-03-14T00:45:00,T15_DINING_01,18.962,True,,3,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,19.0527,13.7673,41.152,NEW-DATA-1.T15.txt
2012-03-14T01:00:00,T15_DINING_01,18.8533,True,,4,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,18.8973,13.6213,41.152,NEW-DATA-1.T15.txt
2012-03-14T01:15:00,T15_DINING_01,18.7267,True,,5,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,18.734,13.522,41.0427,NEW-DATA-1.T15.txt
2012-03-14T01:30:00,T15_DINING_01,18.6073,True,,6,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,18.5833,13.3787,40.9627,NEW-DATA-1.T15.txt
2012-03-14T01:45:00,T15_DINING_01,18.5007,True,,7,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,18.4167,13.1973,40.708,NEW-DATA-1.T15.txt
2012-03-14T02:00:00,T15_DINING_01,18.36,True,,8,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,18.2727,12.9067,40.6213,NEW-DATA-1.T15.txt
2012-03-14T02:15:00,T15_DINING_01,18.2387,True,,9,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,18.0973,12.6573,40.712,NEW-DATA-1.T15.txt
2012-03-14T02:30:00,T15_DINING_01,18.09,True,,10,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.9533,12.5453,40.6547,NEW-DATA-1.T15.txt
2012-03-14T02:45:00,T15_DINING_01,17.9553,True,,11,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.8173,12.398,40.672,NEW-DATA-1.T15.txt
2012-03-14T03:00:00,T15_DINING_01,17.8333,True,,12,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.654,12.29,40.676,NEW-DATA-1.T15.txt
2012-03-14T03:15:00,T15_DINING_01,17.7047,True,,13,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.5153,12.176,40.488,NEW-DATA-1.T15.txt
2012-03-14T03:30:00,T15_DINING_01,17.5733,True,,14,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.3267,12.1367,40.3333,NEW-DATA-1.T15.txt
2012-03-14T03:45:00,T15_DINING_01,17.4713,True,,15,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.1553,12.072,40.4413,NEW-DATA-1.T15.txt
2012-03-14T04:00:00,T15_DINING_01,17.3667,True,,16,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.0253,11.9873,40.4253,NEW-DATA-1.T15.txt
2012-03-14T04:15:00,T15_DINING_01,17.268,True,,17,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.894,11.9167,40.372,NEW-DATA-1.T15.txt
2012-03-14T04:30:00,T15_DINING_01,17.126,True,,18,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.7433,11.8633,40.3133,NEW-DATA-1.T15.txt
2012-03-14T04:45:00,T15_DINING_01,16.9933,True,,19,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.608,11.836,40.312,NEW-DATA-1.T15.txt
2012-03-14T05:00:00,T15_DINING_01,16.904,True,,20,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.4307,11.7567,40.3413,NEW-DATA-1.T15.txt
2012-03-14T05:15:00,T15_DINING_01,16.83,True,,21,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.2933,11.6907,40.376,NEW-DATA-1.T15.txt
2012-03-14T05:30:00,T15_DINING_01,16.7333,True,,22,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.174,11.5713,40.372,NEW-DATA-1.T15.txt
2012-03-14T05:45:00,T15_DINING_01,16.61,True,,23,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.036,11.3687,40.4253,NEW-DATA-1.T15.txt
2012-03-14T06:00:00,T15_DINING_01,16.504,True,,24,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,15.9227,11.2627,40.48,NEW-DATA-1.T15.txt
2012-03-14T06:15:00,T15_DINING_01,16.3927,True,,25,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,15.8607,11.1727,40.4373,NEW-DATA-1.T15.txt
2012-03-14T06:30:00,T15_DINING_01,16.282,True,,26,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,15.74,11.1,40.448,NEW-DATA-1.T15.txt
2012-03-14T06:45:00,T15_DINING_01,16.178,True,,27,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,15.6427,11.03,40.44,NEW-DATA-1.T15.txt
2012-03-14T07:00:00,T15_DINING_01,16.1087,True,,28,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,15.5307,11.0,40.4507,NEW-DATA-1.T15.txt
2012-03-14T07:15:00,T15_DINING_01,16.0233,True,,29,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,15.4753,11.09,40.348,NEW-DATA-1.T15.txt
2012-03-14T07:30:00,T15_DINING_01,15.99,True,,30,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,15.3773,11.2253,40.508,NEW-DATA-1.T15.txt
2012-03-14T07:45:00,T15_DINING_01,15.96,True,,31,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,15.6793,11.4613,40.556,NEW-DATA-1.T15.txt
2012-03-14T08:00:00,T15_DINING_01,15.97,True,,32,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.2273,11.778,40.6867,NEW-DATA-1.T15.txt
2012-03-14T08:15:00,T15_DINING_01,15.9967,True,,33,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,16.6473,12.1447,40.7867,NEW-DATA-1.T15.txt
2012-03-14T08:30:00,T15_DINING_01,16.038,True,,34,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.0253,12.57,40.868,NEW-DATA-1.T15.txt
2012-03-14T08:45:00,T15_DINING_01,16.1227,True,,35,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.3987,13.0093,40.9867,NEW-DATA-1.T15.txt
2012-03-14T09:00:00,T15_DINING_01,16.246,True,,36,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,17.7927,13.4953,40.9,NEW-DATA-1.T15.txt
2012-03-14T09:15:00,T15_DINING_01,16.4007,True,,37,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,18.2633,14.0053,40.6547,NEW-DATA-1.T15.txt
2012-03-14T09:30:00,T15_DINING_01,16.6693,True,,38,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,18.712,14.52,40.2733,NEW-DATA-1.T15.txt
2012-03-14T09:45:00,T15_DINING_01,16.9007,True,,39,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,19.2667,15.106,40.172,NEW-DATA-1.T15.txt
2012-03-14T10:00:00,T15_DINING_01,17.1213,True,,40,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,19.8067,15.6,40.1813,NEW-DATA-1.T15.txt
2012-03-14T10:15:00,T15_DINING_01,17.3767,True,,41,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,20.3413,16.0653,40.22,NEW-DATA-1.T15.txt
2012-03-14T10:30:00,T15_DINING_01,17.7033,True,,42,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,20.8453,16.586,40.3733,NEW-DATA-1.T15.txt
2012-03-14T10:45:00,T15_DINING_01,18.096,True,,43,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,21.452,17.142,40.4653,NEW-DATA-1.T15.txt
2012-03-14T11:00:00,T15_DINING_01,18.4513,True,,44,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,21.788,17.636,40.832,NEW-DATA-1.T15.txt
2012-03-14T11:15:00,T15_DINING_01,18.76,True,,45,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,21.836,18.03,41.0307,NEW-DATA-1.T15.txt
2012-03-14T11:30:00,T15_DINING_01,19.122,True,,46,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,21.6173,18.3747,41.836,NEW-DATA-1.T15.txt
2012-03-14T11:45:00,T15_DINING_01,19.546,True,,47,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,21.424,18.6873,42.432,NEW-DATA-1.T15.txt
2012-03-14T12:00:00,T15_DINING_01,20.0367,True,,48,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,21.6,18.9767,43.0747,NEW-DATA-1.T15.txt
2012-03-14T12:15:00,T15_DINING_01,20.4673,True,,49,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,21.8587,19.248,42.1147,NEW-DATA-1.T15.txt
2012-03-14T12:30:00,T15_DINING_01,20.832,True,,50,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,22.0573,19.5893,42.1467,NEW-DATA-1.T15.txt
2012-03-14T12:45:00,T15_DINING_01,21.216,True,,51,uploaded_t15_dining_temperature_sensor,t15_20120314,unknown,External derived benchmark row; not Thermal Nexus-collected data; 15-minute sample interval.,t15_20120314,train,22.1907,19.9793,42.4773,NEW-DATA-1.T15.txt
