run_id,scenario,csv_path,metadata_path,sample_count,valid_sample_count,random_seed,status,issues
missing_samples-20273605-1a8ffb1daaac,missing_samples,ml/data/synthetic_max/missing_samples-20273605-1a8ffb1daaac.csv,ml/data/synthetic_max/missing_samples-20273605-1a8ffb1daaac.metadata.json,121,96,20273605,pass,
missing_samples-20273606-89e5ab773047,missing_samples,ml/data/synthetic_max/missing_samples-20273606-89e5ab773047.csv,ml/data/synthetic_max/missing_samples-20273606-89e5ab773047.metadata.json,121,94,20273606,pass,
rapid_warming-20270391-8ce3c33cad93,rapid_warming,ml/data/synthetic_max/rapid_warming-20270391-8ce3c33cad93.csv,ml/data/synthetic_max/rapid_warming-20270391-8ce3c33cad93.metadata.json,121,121,20270391,pass,
rapid_warming-20270392-b3a411b7ba39,rapid_warming,ml/data/synthetic_max/rapid_warming-20270392-b3a411b7ba39.csv,ml/data/synthetic_max/rapid_warming-20270392-b3a411b7ba39.metadata.json,121,121,20270392,pass,
rapid_warming-20270393-e01a105fe061,rapid_warming,ml/data/synthetic_max/rapid_warming-20270393-e01a105fe061.csv,ml/data/synthetic_max/rapid_warming-20270393-e01a105fe061.metadata.json,121,121,20270393,pass,
rapid_warming-20270394-3f73d46332f4,rapid_warming,ml/data/synthetic_max/rapid_warming-20270394-3f73d46332f4.csv,ml/data/synthetic_max/rapid_warming-20270394-3f73d46332f4.metadata.json,121,121,20270394,pass,
rapid_warming-20270395-95ed3f187ba2,rapid_warming,ml/data/synthetic_max/rapid_warming-20270395-95ed3f187ba2.csv,ml/data/synthetic_max/rapid_warming-20270395-95ed3f187ba2.metadata.json,121,121,20270395,pass,
rapid_warming-20270396-5a78d5fecbdc,rapid_warming,ml/data/synthetic_max/rapid_warming-20270396-5a78d5fecbdc.csv,ml/data/synthetic_max/rapid_warming-20270396-5a78d5fecbdc.metadata.json,121,121,20270396,pass,
rapid_warming-20270397-129b7216ba03,rapid_warming,ml/data/synthetic_max/rapid_warming-20270397-129b7216ba03.csv,ml/data/synthetic_max/rapid_warming-20270397-129b7216ba03.metadata.json,121,121,20270397,pass,
rapid_warming-20270398-c375a534224f,rapid_warming,ml/data/synthetic_max/rapid_warming-20270398-c375a534224f.csv,ml/data/synthetic_max/rapid_warming-20270398-c375a534224f.metadata.json,121,121,20270398,pass,
repeated_door_opening-20285194-2eb566573375,repeated_door_opening,ml/data/synthetic_max/repeated_door_opening-20285194-2eb566573375.csv,ml/data/synthetic_max/repeated_door_opening-20285194-2eb566573375.metadata.json,121,121,20285194,pass,
repeated_door_opening-20285195-500782b89b83,repeated_door_opening,ml/data/synthetic_max/repeated_door_opening-20285195-500782b89b83.csv,ml/data/synthetic_max/repeated_door_opening-20285195-500782b89b83.metadata.json,121,121,20285195,pass,
repeated_door_opening-20285196-dec75ae6c7ac,repeated_door_opening,ml/data/synthetic_max/repeated_door_opening-20285196-dec75ae6c7ac.csv,ml/data/synthetic_max/repeated_door_opening-20285196-dec75ae6c7ac.metadata.json,121,121,20285196,pass,
repeated_door_opening-20285197-ccbaede4e148,repeated_door_opening,ml/data/synthetic_max/repeated_door_opening-20285197-ccbaede4e148.csv,ml/data/synthetic_max/repeated_door_opening-20285197-ccbaede4e148.metadata.json,121,121,20285197,pass,
repeated_door_opening-20285198-11ac5a138409,repeated_door_opening,ml/data/synthetic_max/repeated_door_opening-20285198-11ac5a138409.csv,ml/data/synthetic_max/repeated_door_opening-20285198-11ac5a138409.metadata.json,121,121,20285198,pass,
repeated_door_opening-20285199-f342aafb3503,repeated_door_opening,ml/data/synthetic_max/repeated_door_opening-20285199-f342aafb3503.csv,ml/data/synthetic_max/repeated_door_opening-20285199-f342aafb3503.metadata.json,121,121,20285199,pass,
repeated_door_opening-20285200-eb7a477d980a,repeated_door_opening,ml/data/synthetic_max/repeated_door_opening-20285200-eb7a477d980a.csv,ml/data/synthetic_max/repeated_door_opening-20285200-eb7a477d980a.metadata.json,121,121,20285200,pass,
repeated_door_opening-20285201-f569a07e7eef,repeated_door_opening,ml/data/synthetic_max/repeated_door_opening-20285201-f569a07e7eef.csv,ml/data/synthetic_max/repeated_door_opening-20285201-f569a07e7eef.metadata.json,121,121,20285201,pass,
sensor_drift-20269119-4d8c4b327d60,sensor_drift,ml/data/synthetic_max/sensor_drift-20269119-4d8c4b327d60.csv,ml/data/synthetic_max/sensor_drift-20269119-4d8c4b327d60.metadata.json,121,121,20269119,pass,
sensor_drift-20269120-7204cb3276ec,sensor_drift,ml/data/synthetic_max/sensor_drift-20269120-7204cb3276ec.csv,ml/data/synthetic_max/sensor_drift-20269120-7204cb3276ec.metadata.json,121,121,20269120,pass,
sensor_drift-20269121-0968e24e08f0,sensor_drift,ml/data/synthetic_max/sensor_drift-20269121-0968e24e08f0.csv,ml/data/synthetic_max/sensor_drift-20269121-0968e24e08f0.metadata.json,121,121,20269121,pass,
sensor_drift-20269122-641dfceaf08d,sensor_drift,ml/data/synthetic_max/sensor_drift-20269122-641dfceaf08d.csv,ml/data/synthetic_max/sensor_drift-20269122-641dfceaf08d.metadata.json,121,121,20269122,pass,
sensor_drift-20269123-3759720af8b6,sensor_drift,ml/data/synthetic_max/sensor_drift-20269123-3759720af8b6.csv,ml/data/synthetic_max/sensor_drift-20269123-3759720af8b6.metadata.json,121,121,20269123,pass,
sensor_drift-20269124-907b2ef15725,sensor_drift,ml/data/synthetic_max/sensor_drift-20269124-907b2ef15725.csv,ml/data/synthetic_max/sensor_drift-20269124-907b2ef15725.metadata.json,121,121,20269124,pass,
sensor_drift-20269125-e9df241eef94,sensor_drift,ml/data/synthetic_max/sensor_drift-20269125-e9df241eef94.csv,ml/data/synthetic_max/sensor_drift-20269125-e9df241eef94.metadata.json,121,121,20269125,pass,
sensor_drift-20269126-f93d896c20b2,sensor_drift,ml/data/synthetic_max/sensor_drift-20269126-f93d896c20b2.csv,ml/data/synthetic_max/sensor_drift-20269126-f93d896c20b2.metadata.json,121,121,20269126,pass,
short_door_opening-20279008-7a857f26ad75,short_door_opening,ml/data/synthetic_max/short_door_opening-20279008-7a857f26ad75.csv,ml/data/synthetic_max/short_door_opening-20279008-7a857f26ad75.metadata.json,121,121,20279008,pass,
short_door_opening-20279009-4c5b6ef2bc71,short_door_opening,ml/data/synthetic_max/short_door_opening-20279009-4c5b6ef2bc71.csv,ml/data/synthetic_max/short_door_opening-20279009-4c5b6ef2bc71.metadata.json,121,121,20279009,pass,
short_door_opening-20279010-0002d3dc1f16,short_door_opening,ml/data/synthetic_max/short_door_opening-20279010-0002d3dc1f16.csv,ml/data/synthetic_max/short_door_opening-20279010-0002d3dc1f16.metadata.json,121,121,20279010,pass,
short_door_opening-20279011-10c84a54b987,short_door_opening,ml/data/synthetic_max/short_door_opening-20279011-10c84a54b987.csv,ml/data/synthetic_max/short_door_opening-20279011-10c84a54b987.metadata.json,121,121,20279011,pass,
short_door_opening-20279012-44acbd5d0015,short_door_opening,ml/data/synthetic_max/short_door_opening-20279012-44acbd5d0015.csv,ml/data/synthetic_max/short_door_opening-20279012-44acbd5d0015.metadata.json,121,121,20279012,pass,
short_door_opening-20279013-953ed06e012e,short_door_opening,ml/data/synthetic_max/short_door_opening-20279013-953ed06e012e.csv,ml/data/synthetic_max/short_door_opening-20279013-953ed06e012e.metadata.json,121,121,20279013,pass,
short_door_opening-20279014-8a0113e2c4e5,short_door_opening,ml/data/synthetic_max/short_door_opening-20279014-8a0113e2c4e5.csv,ml/data/synthetic_max/short_door_opening-20279014-8a0113e2c4e5.metadata.json,121,121,20279014,pass,
short_door_opening-20279015-70dee0e18881,short_door_opening,ml/data/synthetic_max/short_door_opening-20279015-70dee0e18881.csv,ml/data/synthetic_max/short_door_opening-20279015-70dee0e18881.metadata.json,121,121,20279015,pass,
stable_cold-20267530-681a1e7d1a12,stable_cold,ml/data/synthetic_max/stable_cold-20267530-681a1e7d1a12.csv,ml/data/synthetic_max/stable_cold-20267530-681a1e7d1a12.metadata.json,121,121,20267530,pass,
stable_cold-20267531-7e087f577ef6,stable_cold,ml/data/synthetic_max/stable_cold-20267531-7e087f577ef6.csv,ml/data/synthetic_max/stable_cold-20267531-7e087f577ef6.metadata.json,121,121,20267531,pass,
stable_cold-20267532-4fc6b2cbefde,stable_cold,ml/data/synthetic_max/stable_cold-20267532-4fc6b2cbefde.csv,ml/data/synthetic_max/stable_cold-20267532-4fc6b2cbefde.metadata.json,121,121,20267532,pass,
stable_cold-20267533-c193f365f118,stable_cold,ml/data/synthetic_max/stable_cold-20267533-c193f365f118.csv,ml/data/synthetic_max/stable_cold-20267533-c193f365f118.metadata.json,121,121,20267533,pass,
stable_cold-20267534-2f1dab99a2fd,stable_cold,ml/data/synthetic_max/stable_cold-20267534-2f1dab99a2fd.csv,ml/data/synthetic_max/stable_cold-20267534-2f1dab99a2fd.metadata.json,121,121,20267534,pass,
stable_cold-20267535-803d5495f446,stable_cold,ml/data/synthetic_max/stable_cold-20267535-803d5495f446.csv,ml/data/synthetic_max/stable_cold-20267535-803d5495f446.metadata.json,121,121,20267535,pass,
stable_cold-20267536-114d8554164e,stable_cold,ml/data/synthetic_max/stable_cold-20267536-114d8554164e.csv,ml/data/synthetic_max/stable_cold-20267536-114d8554164e.metadata.json,121,121,20267536,pass,
stable_cold-20267537-56e1789efc13,stable_cold,ml/data/synthetic_max/stable_cold-20267537-56e1789efc13.csv,ml/data/synthetic_max/stable_cold-20267537-56e1789efc13.metadata.json,121,121,20267537,pass,
stable_room-20267779-06f5aabddf12,stable_room,ml/data/synthetic_max/stable_room-20267779-06f5aabddf12.csv,ml/data/synthetic_max/stable_room-20267779-06f5aabddf12.metadata.json,121,121,20267779,pass,
stable_room-20267780-e3de2d511530,stable_room,ml/data/synthetic_max/stable_room-20267780-e3de2d511530.csv,ml/data/synthetic_max/stable_room-20267780-e3de2d511530.metadata.json,121,121,20267780,pass,
stable_room-20267781-8ebeebd0d795,stable_room,ml/data/synthetic_max/stable_room-20267781-8ebeebd0d795.csv,ml/data/synthetic_max/stable_room-20267781-8ebeebd0d795.metadata.json,121,121,20267781,pass,
stable_room-20267782-907a81de2ece,stable_room,ml/data/synthetic_max/stable_room-20267782-907a81de2ece.csv,ml/data/synthetic_max/stable_room-20267782-907a81de2ece.metadata.json,121,121,20267782,pass,
stable_room-20267783-df8a858b032a,stable_room,ml/data/synthetic_max/stable_room-20267783-df8a858b032a.csv,ml/data/synthetic_max/stable_room-20267783-df8a858b032a.metadata.json,121,121,20267783,pass,
stable_room-20267784-e8eb2b607b96,stable_room,ml/data/synthetic_max/stable_room-20267784-e8eb2b607b96.csv,ml/data/synthetic_max/stable_room-20267784-e8eb2b607b96.metadata.json,121,121,20267784,pass,
stable_room-20267785-e269649296b1,stable_room,ml/data/synthetic_max/stable_room-20267785-e269649296b1.csv,ml/data/synthetic_max/stable_room-20267785-e269649296b1.metadata.json,121,121,20267785,pass,
stable_room-20267786-0e9706dea9bf,stable_room,ml/data/synthetic_max/stable_room-20267786-0e9706dea9bf.csv,ml/data/synthetic_max/stable_room-20267786-0e9706dea9bf.metadata.json,121,121,20267786,pass,
sudden_spike-20268964-2b7b4c7ff3a4,sudden_spike,ml/data/synthetic_max/sudden_spike-20268964-2b7b4c7ff3a4.csv,ml/data/synthetic_max/sudden_spike-20268964-2b7b4c7ff3a4.metadata.json,121,121,20268964,pass,
sudden_spike-20268965-32e2c415ecb2,sudden_spike,ml/data/synthetic_max/sudden_spike-20268965-32e2c415ecb2.csv,ml/data/synthetic_max/sudden_spike-20268965-32e2c415ecb2.metadata.json,121,121,20268965,pass,
sudden_spike-20268966-a67448b154d8,sudden_spike,ml/data/synthetic_max/sudden_spike-20268966-a67448b154d8.csv,ml/data/synthetic_max/sudden_spike-20268966-a67448b154d8.metadata.json,121,121,20268966,pass,
sudden_spike-20268967-e171113df4de,sudden_spike,ml/data/synthetic_max/sudden_spike-20268967-e171113df4de.csv,ml/data/synthetic_max/sudden_spike-20268967-e171113df4de.metadata.json,121,121,20268967,pass,
sudden_spike-20268968-3e822f8e2e29,sudden_spike,ml/data/synthetic_max/sudden_spike-20268968-3e822f8e2e29.csv,ml/data/synthetic_max/sudden_spike-20268968-3e822f8e2e29.metadata.json,121,121,20268968,pass,
sudden_spike-20268969-4dd102307d74,sudden_spike,ml/data/synthetic_max/sudden_spike-20268969-4dd102307d74.csv,ml/data/synthetic_max/sudden_spike-20268969-4dd102307d74.metadata.json,121,121,20268969,pass,
sudden_spike-20268970-41ce1977ce4b,sudden_spike,ml/data/synthetic_max/sudden_spike-20268970-41ce1977ce4b.csv,ml/data/synthetic_max/sudden_spike-20268970-41ce1977ce4b.metadata.json,121,121,20268970,pass,
sudden_spike-20268971-d97598db4237,sudden_spike,ml/data/synthetic_max/sudden_spike-20268971-d97598db4237.csv,ml/data/synthetic_max/sudden_spike-20268971-d97598db4237.metadata.json,121,121,20268971,pass,
temporary_sensor_fault-20288140-14dbe17f7007,temporary_sensor_fault,ml/data/synthetic_max/temporary_sensor_fault-20288140-14dbe17f7007.csv,ml/data/synthetic_max/temporary_sensor_fault-20288140-14dbe17f7007.metadata.json,121,105,20288140,pass,
temporary_sensor_fault-20288141-8d90d0661046,temporary_sensor_fault,ml/data/synthetic_max/temporary_sensor_fault-20288141-8d90d0661046.csv,ml/data/synthetic_max/temporary_sensor_fault-20288141-8d90d0661046.metadata.json,121,105,20288141,pass,
temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,ml/data/synthetic_max/temporary_sensor_fault-20288142-24d8c3fd8626.csv,ml/data/synthetic_max/temporary_sensor_fault-20288142-24d8c3fd8626.metadata.json,121,105,20288142,pass,
temporary_sensor_fault-20288143-9f14d922312d,temporary_sensor_fault,ml/data/synthetic_max/temporary_sensor_fault-20288143-9f14d922312d.csv,ml/data/synthetic_max/temporary_sensor_fault-20288143-9f14d922312d.metadata.json,121,105,20288143,pass,
temporary_sensor_fault-20288144-c648f936f096,temporary_sensor_fault,ml/data/synthetic_max/temporary_sensor_fault-20288144-c648f936f096.csv,ml/data/synthetic_max/temporary_sensor_fault-20288144-c648f936f096.metadata.json,121,105,20288144,pass,
temporary_sensor_fault-20288145-fdd27d21c0c7,temporary_sensor_fault,ml/data/synthetic_max/temporary_sensor_fault-20288145-fdd27d21c0c7.csv,ml/data/synthetic_max/temporary_sensor_fault-20288145-fdd27d21c0c7.metadata.json,121,105,20288145,pass,
temporary_sensor_fault-20288146-62262fdfb871,temporary_sensor_fault,ml/data/synthetic_max/temporary_sensor_fault-20288146-62262fdfb871.csv,ml/data/synthetic_max/temporary_sensor_fault-20288146-62262fdfb871.metadata.json,121,105,20288146,pass,
temporary_sensor_fault-20288147-e49250efc5d8,temporary_sensor_fault,ml/data/synthetic_max/temporary_sensor_fault-20288147-e49250efc5d8.csv,ml/data/synthetic_max/temporary_sensor_fault-20288147-e49250efc5d8.metadata.json,121,105,20288147,pass,
